-29.00463;57.58782
-25.53241;56.88525
-22.29167;55.94848
-19.05093;55.01171
-15.34722;54.07494
-12.10648;53.13817
-9.3287;52.20141
-6.55093;51.14754
-2.84722;49.85948
0.85648;48.57143
4.3287;47.28337
7.33796;45.99532
10.81019;44.47307
14.28241;43.06792
17.75463;41.42857
21.22685;40.02342
24.46759;38.61827
28.1713;36.74473
31.41204;35.33958
34.18981;33.93443
36.73611;32.76347
39.97685;31.35831
43.44907;29.83607
47.38426;27.96253
51.31944;25.9719
55.02315;24.21546
59.18981;22.22482
62.89352;20.58548
65.90278;19.06323
68.91204;17.54098
